experience_level,job_title,salary_in_usd,company_location,company_size
SE,Research Scientist,145000,US,M
SE,autre,225000,US,M
SE,autre,200000,US,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,114000,US,M
SE,Data Engineer,291500,US,M
SE,Data Engineer,180000,US,M
EX,Data Engineer,196200,US,M
EX,Data Engineer,150900,US,M
SE,Data Scientist,168400,US,M
SE,Data Scientist,105200,US,M
MI,Data Engineer,95000,ES,M
MI,Data Engineer,80000,ES,M
MI,Data Analyst,116000,US,M
MI,Data Analyst,72000,US,M
SE,Analytics Engineer,207000,US,M
SE,Analytics Engineer,167000,US,M
SE,Machine Learning Engineer,145000,US,M
SE,Machine Learning Engineer,135000,US,M
MI,Data Engineer,105000,US,M
MI,Data Engineer,70000,US,M
SE,Data Architect,180000,US,M
SE,Data Architect,115000,US,M
SE,Data Engineer,133800,US,M
SE,Data Engineer,96100,US,M
MI,Data Analyst,120000,US,M
MI,Data Analyst,80000,US,M
SE,autre,140000,US,M
SE,autre,100000,US,M
SE,Research Scientist,150000,US,M
SE,Research Scientist,120000,US,M
SE,autre,140000,US,M
SE,autre,115000,US,M
SE,Data Science Manager,297300,US,M
SE,Data Science Manager,198200,US,M
SE,Data Scientist,297300,US,M
SE,Data Scientist,198200,US,M
SE,Data Engineer,202000,US,M
SE,Data Engineer,135000,US,M
SE,Data Scientist,110000,US,M
SE,Data Scientist,84000,US,M
MI,Machine Learning Engineer,219000,US,L
SE,Applied Scientist,230000,US,M
SE,Applied Scientist,196000,US,M
SE,autre,140000,US,M
SE,autre,110000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,110000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Applied Scientist,126100,US,L
SE,Applied Scientist,72000,US,L
SE,Data Engineer,170000,US,M
SE,Data Engineer,150000,US,M
MI,Machine Learning Engineer,175000,US,M
MI,Machine Learning Engineer,140000,US,M
SE,Data Analyst,240500,US,M
SE,Data Analyst,137500,US,M
MI,Data Scientist,187500,US,M
MI,Data Scientist,165000,US,M
MI,autre,72914,GB,L
EN,Data Analyst,25216,US,L
SE,Research Scientist,210000,US,M
SE,Research Scientist,165750,US,M
SE,autre,225000,US,M
SE,autre,165750,US,M
MI,Machine Learning Engineer,109006,GB,M
MI,Machine Learning Engineer,67141,GB,M
SE,Data Scientist,135000,US,M
SE,Data Scientist,115000,US,M
SE,autre,275000,US,M
SE,autre,175000,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,140000,US,M
SE,Data Engineer,175308,US,M
SE,Data Engineer,100706,US,M
SE,autre,235000,US,M
SE,autre,135000,US,M
SE,Data Engineer,310000,US,M
SE,Data Engineer,229000,US,M
SE,autre,289076,US,M
SE,autre,202353,US,M
SE,Data Engineer,69751,autre,M
SE,Data Engineer,37558,autre,M
MI,autre,120000,US,M
MI,autre,100000,US,M
SE,Data Engineer,226700,US,M
SE,Data Engineer,133300,US,M
SE,Data Analyst,125000,US,M
SE,Data Analyst,85000,US,M
SE,Data Analyst,130000,US,M
SE,Data Analyst,80000,US,M
MI,Data Engineer,120000,US,M
MI,Data Engineer,100000,US,M
SE,Data Scientist,54094,IN,L
MI,autre,18314,IN,L
SE,Data Engineer,231250,US,M
SE,Data Engineer,138750,US,M
SE,Data Engineer,199000,US,M
SE,Data Engineer,162000,US,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
EN,Data Scientist,100000,US,M
SE,Research Scientist,200000,US,M
SE,Research Scientist,150000,US,M
EN,autre,160000,US,M
EN,autre,120000,US,M
SE,Research Scientist,250000,US,M
SE,Research Scientist,200000,US,M
EN,autre,150000,US,M
EN,autre,120000,US,M
SE,autre,150000,US,M
SE,autre,100000,US,M
SE,autre,133000,autre,L
SE,Data Scientist,272550,US,M
SE,Data Scientist,198200,US,M
SE,Data Scientist,182000,US,M
SE,Data Scientist,140000,US,M
SE,Data Engineer,200000,US,M
SE,Data Engineer,160000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
MI,Data Scientist,120000,US,M
MI,Data Scientist,105000,US,M
SE,Data Engineer,187500,US,M
SE,Data Engineer,175000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
SE,Data Analyst,155000,US,M
SE,Data Analyst,64000,US,M
SE,autre,235000,US,M
SE,autre,185000,US,M
SE,Data Architect,174500,US,M
SE,Data Architect,113000,US,M
SE,Data Scientist,143100,CA,M
SE,Data Scientist,113000,CA,M
SE,Applied Scientist,184000,US,M
SE,Applied Scientist,142000,US,M
SE,Data Scientist,140000,US,M
SE,Data Scientist,120000,US,M
SE,Data Architect,174500,US,M
SE,Data Architect,113000,US,M
SE,Data Scientist,180560,US,M
SE,Data Scientist,115440,US,M
SE,Data Scientist,140000,US,M
SE,Data Scientist,120000,US,M
SE,Research Scientist,248100,US,M
SE,Research Scientist,145900,US,M
SE,Data Scientist,120000,CA,M
SE,Data Scientist,110000,CA,M
SE,Data Engineer,291500,US,M
SE,Data Engineer,180000,US,M
MI,Machine Learning Engineer,75344,GB,M
MI,Machine Learning Engineer,63192,GB,M
SE,Data Engineer,161800,US,M
SE,Data Engineer,141600,US,M
MI,Machine Learning Engineer,58331,GB,M
MI,Machine Learning Engineer,46178,GB,M
SE,Data Engineer,166000,US,M
SE,Data Engineer,128000,US,M
SE,Data Architect,170000,US,M
SE,Data Architect,110000,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,75000,US,M
SE,Data Engineer,236000,US,M
SE,Data Engineer,182000,US,M
MI,Data Analyst,14307,IN,L
EN,Data Scientist,130000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,Machine Learning Engineer,261500,US,L
SE,Machine Learning Engineer,134500,US,L
MI,Data Scientist,13989,IN,L
MI,Data Scientist,130000,US,M
MI,Data Scientist,90000,US,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
SE,autre,125000,US,L
SE,Data Engineer,175000,US,M
SE,Data Engineer,155000,US,M
SE,Data Engineer,153600,US,M
SE,Data Engineer,106800,US,M
SE,Data Scientist,150000,US,M
SE,Data Scientist,140000,US,M
SE,autre,122000,US,M
SE,autre,94500,US,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,130000,US,M
SE,autre,145000,US,M
SE,autre,128000,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,100000,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,120000,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,115000,US,M
SE,autre,150000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
MI,Data Scientist,150000,US,M
MI,Data Scientist,127500,US,M
SE,Data Scientist,126500,US,M
SE,Data Scientist,51000,US,M
MI,Data Engineer,260000,US,M
MI,Data Engineer,175000,US,M
EN,autre,40000,autre,M
EN,autre,40000,autre,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,63000,US,M
SE,Machine Learning Engineer,210000,US,M
SE,Machine Learning Engineer,160000,US,M
SE,Data Scientist,272550,US,M
SE,Data Scientist,198200,US,M
MI,Data Scientist,94560,autre,M
MI,Data Scientist,52533,autre,M
SE,Data Scientist,220000,US,M
SE,Data Scientist,146000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,autre,248400,CA,M
SE,autre,183600,CA,M
MI,Data Engineer,150000,US,M
MI,Data Engineer,150000,US,M
EN,autre,40000,autre,M
SE,autre,56723,IN,L
MI,Data Engineer,120000,US,M
MI,Data Engineer,95000,US,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
EN,autre,24165,autre,M
SE,Data Engineer,216000,US,M
SE,Data Engineer,144000,US,M
EN,Data Engineer,85000,US,M
EN,Data Engineer,65000,US,M
SE,Data Analyst,149000,US,M
SE,Data Analyst,119000,US,M
SE,Data Scientist,140000,US,M
SE,Data Scientist,120000,US,M
MI,Data Scientist,150000,US,M
MI,Data Scientist,110000,US,M
SE,Machine Learning Engineer,246000,US,M
SE,Machine Learning Engineer,201000,US,M
SE,Data Scientist,190000,US,M
SE,Data Scientist,155000,US,M
SE,autre,235000,US,M
SE,autre,185000,US,M
SE,autre,190000,US,M
SE,autre,160000,US,M
EN,autre,100000,US,M
MI,Data Engineer,130000,US,M
MI,Data Engineer,115000,US,M
MI,Data Scientist,92350,GB,M
MI,Data Scientist,67723,GB,M
MI,Data Engineer,105000,US,M
MI,Data Engineer,70000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
SE,Machine Learning Engineer,192000,US,M
SE,Machine Learning Engineer,164000,US,M
SE,Data Engineer,185900,US,M
SE,Data Engineer,129300,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,75000,US,M
SE,Data Science Manager,175000,US,M
SE,Data Science Manager,120000,US,M
SE,Data Engineer,167500,US,M
SE,Data Engineer,106500,US,M
MI,Data Analyst,75000,US,M
MI,Data Analyst,60000,US,M
SE,Applied Scientist,184000,US,M
SE,Applied Scientist,142000,US,M
MI,Data Scientist,145000,US,M
MI,Data Scientist,100000,US,M
EN,autre,10000,autre,S
MI,Data Scientist,31795,US,M
MI,autre,44365,autre,S
SE,Data Engineer,175000,US,M
SE,Data Engineer,120000,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,120000,US,M
EX,Data Engineer,200000,US,M
EX,Data Engineer,145000,US,M
MI,Data Engineer,92350,GB,M
MI,Data Engineer,73880,GB,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,100000,US,M
SE,Applied Scientist,192000,US,M
SE,Applied Scientist,164000,US,M
EX,Data Engineer,310000,US,M
EX,Data Engineer,239000,US,M
SE,Data Analyst,120000,US,M
SE,Data Analyst,95000,US,M
SE,Machine Learning Engineer,145000,US,M
SE,Machine Learning Engineer,135000,US,M
SE,Data Engineer,100000,US,M
SE,Data Engineer,78000,US,M
SE,Data Engineer,73546,ES,M
SE,Data Engineer,36773,ES,M
MI,Data Engineer,160000,US,M
MI,Data Engineer,120000,US,M
SE,Data Scientist,190000,US,M
SE,Data Scientist,150000,US,M
MI,Data Engineer,35610,IN,L
SE,autre,125000,autre,L
SE,Data Engineer,120000,US,M
SE,Data Engineer,95000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,Data Scientist,47280,ES,M
SE,Data Scientist,37824,ES,M
SE,Data Analyst,115934,US,M
SE,Data Analyst,81666,US,M
SE,Data Scientist,175000,US,M
SE,Data Scientist,140000,US,M
SE,Data Engineer,120000,US,M
SE,Data Engineer,95000,US,M
SE,autre,249500,US,M
SE,autre,149850,US,M
MI,Analytics Engineer,122500,US,M
MI,Analytics Engineer,100000,US,M
SE,Data Scientist,249500,US,M
SE,Data Scientist,149850,US,M
EN,Data Analyst,55000,US,M
EN,Data Analyst,48000,US,M
SE,Research Scientist,249500,US,M
SE,Research Scientist,149850,US,M
MI,autre,58837,autre,S
SE,Data Engineer,190000,US,M
SE,Data Engineer,120000,US,M
SE,Data Analyst,127000,US,M
SE,Data Analyst,104000,US,M
SE,Data Scientist,210000,US,M
SE,Data Scientist,150000,US,M
SE,Machine Learning Engineer,210000,US,M
SE,Machine Learning Engineer,150000,US,M
SE,Data Engineer,210000,US,M
SE,Data Engineer,130000,US,M
SE,Data Scientist,182750,US,M
SE,Data Scientist,161500,US,M
MI,Data Analyst,102640,US,M
MI,Data Analyst,66100,US,M
SE,Research Scientist,210000,US,M
SE,Research Scientist,150000,US,M
SE,Data Engineer,198800,US,M
SE,Data Engineer,122600,US,M
MI,Data Engineer,130000,US,M
MI,Data Engineer,80000,US,M
SE,Data Scientist,136000,US,M
SE,Data Scientist,104000,US,M
SE,Data Analyst,150000,US,M
SE,Data Analyst,100000,US,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
SE,Data Engineer,216000,US,M
SE,Data Engineer,144000,US,M
EX,Data Scientist,159000,US,M
EX,Data Scientist,130000,US,M
SE,Data Analyst,115934,US,M
SE,Data Analyst,81666,US,M
SE,Data Engineer,215000,US,M
SE,Data Engineer,150000,US,M
SE,Machine Learning Engineer,246000,US,M
SE,Machine Learning Engineer,201000,US,M
MI,Data Engineer,187000,US,M
MI,Data Engineer,153000,US,M
SE,Machine Learning Engineer,255000,autre,M
SE,Machine Learning Engineer,185000,autre,M
MI,Data Analyst,430967,GB,M
MI,Data Analyst,55410,GB,M
SE,Data Analyst,50432,ES,M
SE,Data Analyst,39925,ES,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
EN,autre,60938,DE,L
SE,autre,140000,US,M
SE,autre,120000,US,M
MI,Data Analyst,75000,US,M
MI,Data Analyst,60000,US,M
SE,autre,10000,autre,S
EN,Data Analyst,50000,US,L
MI,autre,134000,US,M
MI,autre,124000,US,M
SE,Data Analyst,166700,US,M
SE,Data Analyst,119000,US,M
EN,Data Scientist,124234,US,M
EN,Data Scientist,74540,US,M
MI,Data Analyst,100000,US,M
MI,Data Analyst,65000,US,M
MI,Data Analyst,16904,IN,L
EN,autre,200000,CA,L
EN,Machine Learning Engineer,12000,autre,L
SE,Data Engineer,220000,US,M
SE,Data Engineer,146000,US,M
SE,Data Engineer,68293,ES,M
SE,Data Engineer,36773,ES,M
SE,autre,110000,US,M
SE,autre,70000,US,M
EN,Data Analyst,50000,US,L
SE,Data Engineer,120000,US,M
SE,Data Engineer,95000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,Data Scientist,47280,ES,M
SE,Data Scientist,37824,ES,M
SE,Data Architect,190000,US,M
SE,Data Architect,135000,US,M
SE,Data Scientist,128000,US,M
SE,Data Scientist,81500,US,M
SE,Data Scientist,173000,US,M
SE,Data Scientist,110000,US,M
SE,Machine Learning Engineer,192000,US,M
SE,Machine Learning Engineer,120000,US,M
SE,Data Analyst,115934,US,M
SE,Data Analyst,81666,US,M
SE,Data Analyst,120000,US,M
SE,Data Analyst,95000,US,M
SE,autre,190000,US,L
SE,Data Engineer,194000,US,M
SE,Data Engineer,129400,US,M
SE,Data Analyst,201000,US,M
SE,Data Analyst,89200,US,M
SE,Data Scientist,165000,US,M
SE,Data Scientist,125000,US,M
SE,Applied Scientist,230000,US,M
SE,Applied Scientist,196000,US,M
MI,Machine Learning Engineer,130000,US,M
MI,Machine Learning Engineer,90000,US,M
MI,autre,150000,US,M
MI,autre,100000,US,M
MI,Machine Learning Engineer,230000,US,M
MI,Machine Learning Engineer,150000,US,M
SE,Data Engineer,153600,US,M
SE,Data Engineer,106800,US,M
MI,autre,130000,US,M
MI,autre,100000,US,M
SE,Data Engineer,216000,US,M
SE,Data Engineer,144000,US,M
MI,Data Scientist,180000,US,M
MI,Data Scientist,120000,US,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
SE,Data Analyst,192500,US,M
SE,Data Analyst,140000,US,M
SE,Data Engineer,152500,US,M
SE,Data Engineer,130000,US,M
SE,Data Analyst,65000,US,M
SE,Data Analyst,55000,US,M
SE,Data Engineer,178750,US,M
SE,Data Engineer,160000,US,M
MI,Data Scientist,63040,autre,M
MI,Data Scientist,52533,autre,M
MI,autre,165000,US,M
MI,autre,135000,US,M
SE,Analytics Engineer,170000,US,M
SE,Analytics Engineer,125000,US,M
SE,Data Engineer,105000,US,M
SE,Data Engineer,70000,US,M
SE,Data Scientist,130000,US,M
SE,Data Scientist,95000,US,M
SE,Data Scientist,203500,US,M
SE,Data Scientist,152000,US,M
SE,Data Engineer,197430,US,M
SE,Data Engineer,134760,US,M
MI,Data Scientist,120000,US,M
SE,Data Engineer,197000,US,M
SE,Data Engineer,99000,US,M
SE,Data Engineer,220000,US,M
SE,Data Engineer,162000,US,M
MI,Data Engineer,110446,autre,M
MI,Data Engineer,79178,autre,M
MI,autre,70186,GB,M
MI,autre,51716,GB,M
SE,Data Architect,149040,US,M
SE,Data Architect,113900,US,M
MI,autre,95000,US,M
SE,Data Analyst,115000,US,S
SE,Data Analyst,171000,autre,L
EN,autre,13000,autre,S
SE,Data Engineer,100000,US,M
SE,Data Engineer,78000,US,M
SE,Data Engineer,120000,US,M
SE,Data Engineer,95000,US,M
SE,autre,110000,US,M
SE,autre,70000,US,M
EN,autre,50000,US,S
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,Data Engineer,230000,US,M
SE,Data Engineer,154600,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
MI,Data Engineer,160000,US,M
MI,Data Engineer,75000,US,M
SE,Data Scientist,47280,ES,M
SE,Data Scientist,37824,ES,M
SE,Data Engineer,213000,US,M
SE,Data Engineer,152000,US,M
SE,Data Scientist,140000,US,M
SE,Data Scientist,120000,US,M
SE,Data Scientist,110000,US,M
SE,Data Scientist,70000,US,M
SE,autre,227200,CA,M
SE,autre,168000,CA,M
EN,autre,20000,autre,M
MI,Data Scientist,64090,DE,M
MI,Data Scientist,60938,DE,M
SE,autre,243000,US,M
SE,autre,183000,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,150000,US,M
MI,Data Scientist,130000,US,M
MI,Data Scientist,90000,US,M
MI,Data Analyst,165000,US,M
MI,Data Analyst,124000,US,M
SE,Data Engineer,178000,CA,M
SE,Data Engineer,132000,CA,M
SE,Data Engineer,300000,US,M
SE,Data Engineer,130000,US,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
SE,Data Analyst,116000,US,M
SE,Data Analyst,96000,US,M
SE,Data Analyst,92350,GB,M
SE,Data Analyst,70186,GB,M
SE,Data Analyst,105000,US,M
SE,Data Analyst,70000,US,M
MI,autre,105236,CA,L
SE,Data Engineer,194000,US,M
SE,Data Engineer,129400,US,M
SE,Data Architect,190000,US,M
SE,Data Architect,135000,US,M
SE,Data Analyst,100000,US,M
SE,Data Analyst,70000,US,M
EN,Machine Learning Engineer,189750,US,M
EN,Machine Learning Engineer,140250,US,M
SE,Data Analyst,130000,US,M
SE,Data Analyst,100000,US,M
MI,Data Analyst,160000,US,M
MI,Data Analyst,109000,US,M
SE,autre,250000,US,M
SE,autre,150000,US,M
MI,Data Analyst,206000,US,M
MI,Data Analyst,160000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,120000,US,M
SE,Machine Learning Engineer,115573,autre,M
SE,Machine Learning Engineer,73546,autre,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
MI,Data Engineer,120000,US,M
MI,Data Engineer,95000,US,M
SE,Data Engineer,68293,ES,M
SE,Data Engineer,42026,ES,M
SE,Data Engineer,191200,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,191200,US,M
SE,Data Engineer,130000,US,M
EN,autre,66192,DE,L
EN,autre,50000,autre,S
SE,Data Engineer,230000,US,L
SE,Data Engineer,154600,US,L
SE,Data Engineer,120000,US,M
SE,Data Engineer,95000,US,M
SE,Data Scientist,140000,US,M
SE,Data Scientist,120000,US,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
MI,Data Analyst,80000,US,L
SE,Data Engineer,185900,US,M
SE,Data Engineer,129300,US,M
SE,Analytics Engineer,135000,US,M
SE,Analytics Engineer,110000,US,M
MI,autre,155000,US,M
MI,autre,140000,US,M
SE,Data Engineer,205000,US,M
SE,Data Engineer,150000,US,M
SE,Data Engineer,179500,US,M
SE,Data Engineer,134000,US,M
MI,Data Scientist,180000,US,M
MI,Data Scientist,120000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Data Scientist,175000,US,M
SE,Data Scientist,145000,US,M
SE,Data Architect,235000,US,M
SE,Data Architect,175000,US,M
EN,autre,27317,ES,L
MI,Data Engineer,160000,US,M
MI,Data Engineer,90000,US,M
SE,Data Engineer,68293,ES,M
SE,Data Engineer,36773,ES,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,115000,US,M
MI,autre,165000,US,M
MI,autre,135000,US,M
SE,Data Engineer,168400,US,M
SE,Data Engineer,105200,US,M
MI,autre,86193,GB,M
MI,autre,49253,GB,M
SE,Data Engineer,200000,US,M
SE,Data Engineer,160000,US,M
SE,Data Scientist,47280,ES,M
SE,Data Scientist,37824,ES,M
SE,Data Scientist,198800,US,M
SE,Data Scientist,122600,US,M
EN,Machine Learning Engineer,100000,autre,M
MI,autre,105066,autre,M
SE,Data Analyst,130000,US,M
SE,Data Analyst,100000,US,M
MI,Analytics Engineer,104663,GB,M
MI,Analytics Engineer,73880,GB,M
SE,Data Engineer,125000,US,M
SE,Data Engineer,110000,US,M
MI,Data Analyst,165000,US,M
MI,Data Analyst,124000,US,M
SE,Data Scientist,148000,US,M
SE,Data Scientist,107000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
MI,Data Engineer,120000,US,M
MI,Data Engineer,95000,US,M
SE,Data Engineer,153600,US,M
SE,Data Engineer,106800,US,M
MI,Data Analyst,100000,CA,M
MI,Data Analyst,65000,CA,M
MI,Data Engineer,120000,US,M
MI,Data Engineer,95000,US,M
SE,Data Engineer,63040,autre,M
SE,Data Engineer,36773,autre,M
EX,Data Engineer,310000,US,M
EX,Data Engineer,239000,US,M
SE,Data Science Manager,299500,US,M
SE,Data Science Manager,245100,US,M
SE,Data Scientist,168000,US,M
SE,Data Scientist,130000,US,M
SE,Data Scientist,136000,US,M
SE,Data Scientist,104000,US,M
MI,Data Engineer,161000,US,M
MI,Data Engineer,118000,US,M
SE,Applied Scientist,205000,US,M
SE,Applied Scientist,184000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Data Science Manager,247500,US,M
SE,Data Science Manager,172200,US,M
SE,autre,68293,autre,L
SE,Data Analyst,177000,US,M
SE,Data Analyst,131000,US,M
SE,Applied Scientist,205000,US,M
SE,Applied Scientist,184000,US,M
SE,Data Engineer,146000,US,M
SE,Data Engineer,102000,US,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
SE,Applied Scientist,230000,US,M
SE,Applied Scientist,196000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,100000,US,M
MI,Data Engineer,80000,US,M
MI,Data Engineer,65000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,100000,US,M
SE,Data Engineer,61566,GB,M
SE,Data Engineer,43096,GB,M
MI,Data Engineer,175000,US,M
MI,Data Engineer,135000,US,M
EN,Data Scientist,80000,US,M
SE,Data Engineer,231250,US,M
SE,Data Engineer,138750,US,M
SE,Analytics Engineer,193750,US,M
SE,Analytics Engineer,116250,US,M
SE,Data Engineer,231250,US,M
SE,Data Engineer,138750,US,M
SE,Analytics Engineer,231250,US,M
SE,Analytics Engineer,138750,US,M
SE,Analytics Engineer,231250,US,M
SE,Analytics Engineer,138750,US,M
SE,Data Engineer,193750,US,M
SE,Data Engineer,116250,US,M
SE,Data Scientist,208000,US,M
SE,Data Scientist,127000,US,M
SE,Research Scientist,300000,US,M
SE,Research Scientist,196000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
MI,autre,45555,autre,M
SE,Data Engineer,185900,US,M
SE,Data Engineer,129300,US,M
SE,Data Scientist,47280,ES,M
SE,Data Scientist,37824,ES,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
SE,Data Scientist,205000,US,M
SE,Data Scientist,185000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Machine Learning Engineer,247500,US,M
SE,Machine Learning Engineer,172200,US,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,Data Analyst,110000,US,M
SE,Data Analyst,95000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Applied Scientist,205000,US,M
SE,Applied Scientist,184000,US,M
EN,Data Scientist,17684,autre,M
SE,autre,375000,US,L
SE,Data Engineer,191200,US,M
SE,Data Engineer,130000,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
MI,Machine Learning Engineer,104663,GB,M
MI,Machine Learning Engineer,80036,GB,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Data Scientist,140700,US,M
SE,Data Scientist,93800,US,M
SE,Data Scientist,350000,US,M
SE,Data Scientist,135000,US,M
SE,Data Analyst,115934,US,M
SE,Data Analyst,81666,US,M
EN,autre,12000,US,L
MI,Machine Learning Engineer,104697,autre,L
EN,autre,33000,DE,S
EN,autre,34672,DE,S
SE,Machine Learning Engineer,201000,US,M
SE,Machine Learning Engineer,119000,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,150000,US,M
SE,Data Analyst,154560,US,M
SE,Data Analyst,123648,US,M
SE,Data Analyst,130000,US,M
SE,Data Analyst,100000,US,M
MI,Data Engineer,170000,US,M
MI,Data Engineer,145000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,100000,US,M
SE,Data Scientist,247500,US,M
SE,Data Scientist,172200,US,M
SE,Data Scientist,177500,US,M
SE,Data Scientist,134000,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Data Architect,192564,US,M
SE,Data Architect,144854,US,M
SE,Data Analyst,130000,US,M
SE,Data Analyst,105000,US,M
SE,Data Engineer,179305,US,M
SE,Data Engineer,142127,US,M
SE,Data Engineer,315000,US,M
SE,Data Engineer,225000,US,M
SE,Data Scientist,243900,US,M
SE,Data Scientist,156600,US,M
MI,Data Analyst,206000,US,M
MI,Data Analyst,160000,US,M
MI,Data Analyst,109000,US,M
MI,Data Analyst,79000,US,M
MI,Data Analyst,160000,US,M
MI,Data Analyst,109000,US,M
MI,autre,89306,autre,L
SE,Data Engineer,182500,US,M
SE,Data Engineer,128500,US,M
MI,Data Engineer,160000,US,M
MI,Data Engineer,90000,US,M
EN,autre,77300,US,M
EN,autre,45600,US,M
SE,Data Analyst,127000,US,M
SE,Data Analyst,110000,US,M
SE,Data Architect,210000,US,M
SE,Data Architect,136000,US,M
SE,autre,12608,autre,S
SE,Data Engineer,170000,US,M
SE,Data Engineer,140000,US,M
SE,Data Engineer,247500,US,M
SE,Data Engineer,172200,US,M
SE,Data Engineer,225000,US,M
SE,Data Engineer,184100,US,M
MI,Machine Learning Engineer,130000,US,M
MI,Machine Learning Engineer,90000,US,M
MI,Data Scientist,120000,US,M
MI,Data Scientist,100000,US,M
MI,Data Scientist,85000,US,M
MI,Data Scientist,78000,US,M
SE,Data Engineer,161000,US,M
SE,Data Engineer,110000,US,M
SE,Data Scientist,136000,US,M
SE,Data Scientist,104000,US,M
SE,Data Scientist,47280,ES,M
SE,Data Scientist,37824,ES,M
EX,autre,205000,US,M
EX,autre,160000,US,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
EN,Data Engineer,61566,GB,M
EN,Data Engineer,49253,GB,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,130000,US,M
SE,Data Scientist,245000,US,M
SE,Data Scientist,180000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,100000,US,M
SE,Data Engineer,220000,US,M
SE,Data Engineer,150000,US,M
SE,Data Scientist,198440,US,L
SE,Data Scientist,144000,US,L
SE,Data Engineer,240000,US,M
SE,Data Engineer,170000,US,M
SE,Data Scientist,198440,US,M
